Unnamed: 0,smiles,pIC50
199,Nc1cccc(Cn2c(-c3ccc(Oc4cnccn4)cc3)ccc2-c2ccccc2Cl)n1,6.3372421
200,CCn1nnc2c(N3CCCC3=O)cc(C(=O)NC(Cc3ccccc3)C(O)CNCc3cccc(C(F)(F)F)c3)cc21,7.4685211
201,C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(N(c2ccccc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,7.8239088
202,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N(c2ccccc2)S(C)(=O)=O)c1,8.5228786
203,CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)ccn1,7.8239088
204,CN1C(=O)CC(C)(C2CC2c2cccc(-c3ccsc3)c2)N=C1N,5.124939
205,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1C#N,7.3798637
206,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1,6.8696661
207,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,6.9507818
208,CCCCNC(=O)[C@@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)C(C)C,6.8068752
209,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(F)nc3)ccc1O2,6.0457573
210,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,6.09691
211,CC(C)C(=O)Nc1c(Cl)cc(CNC(=N)NC(=O)Cn2ccc3ccccc32)cc1Cl,5.7644715
212,CC(=O)Nc1c(Cl)cc(CNC(=N)NC(=O)Cn2ccc3ccc(Br)cc32)cc1Cl,7.1023731
213,CC(=O)Nc1c(Cl)cc(CNC(=N)NC(=O)Cn2ccc3cc(C#N)ccc32)cc1Cl,7.2441254
214,CC(=O)Nc1c(Cl)cc(CNC(=N)NC(=O)Cn2ccc3ccccc32)cc1Cl,5.9956784
215,CC(=O)Nc1c(Cl)cc(CNC(=N)NC(=O)Cn2ccc3ccc(C#N)cc32)cc1Cl,7.3565474
216,N=C(NCc1cc(Cl)cc(Cl)c1)NC(=O)Cn1ccc2ccccc21,5.057992
217,COc1ccc2c(ccn2CC(=O)NC(=N)NCc2cc(Cl)c(NC(C)=O)c(Cl)c2)c1,6.3467875
218,CC(=O)Nc1c(Cl)cc(CNC(=N)NC(=O)Cn2ccc3ccc(CN(C)S(C)(=O)=O)cc32)cc1Cl,6.0757208
219,CC(=O)Nc1c(Cl)cc(CNC(=N)NC(=O)Cn2ccc3cc(Br)ccc32)cc1Cl,6.9746943
220,COc1ccc2ccn(CC(=O)NC(=N)NCc3cc(Cl)c(NC(C)=O)c(Cl)c3)c2c1,6.6497521
221,Nc1cccc(Cn2c(-c3ccc(Oc4nccs4)cc3)ccc2-c2ccccc2Cl)n1,6.5376019
222,CC(NC(=O)c1cc(CNCC(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,4.9956784
223,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2ncc(C#N)c(=O)[nH]2)=N1,6.3279023
224,COCc1cc2cc(c1)C(=O)NC(C(O)CNC1(c3cccc(C(C)(C)C)c3)CCC1)Cc1cccc(c1)OCCCCN2,7.1739254
225,CC(C)(C)Cc1cnc2c(c1)C(NCC(O)C1Cc3cccc(c3)CCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2,8.5686359
226,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2Cc3ccccc3CN2)C1=O,7.2676063
227,CCCCC1CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2Cc3ccccc3CN2)C1=O,6.0
228,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2Cc3cccc(OC)c3CN2)C1=O,8.3767509
229,CCCOc1cccc2c1CNC(C(O)C(Cc1cc(F)cc(F)c1)NC(=O)C(CCc1ccccc1)N1CCC(NC(C)=O)(C(C)CC)C1=O)C2,7.7695513
230,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2Cc3cccc(O)c3CN2)C1=O,6.0604806
231,COc1cccnc1-c1ccc2nc(N)c(CC(C)C(=O)NCCC(C)(C)C)cc2c1,7.0132284
232,Cc1cccnc1-c1ccc2nc(N)c(CC(C)C(=O)NCCC(C)(C)C)cc2c1,7.7958798
233,CC(Cc1cc2cc(-c3ncccc3C#N)ccc2nc1N)C(=O)NCCC(C)(C)C,6.4089355
234,CC(Cc1cc2cc(-c3ncccc3Cl)ccc2nc1N)C(=O)NCCC(C)(C)C,7.9586072
235,CCC(CC(=O)NCCN1CCOCC1)n1c(N)nc2cc(Cl)ccc21,3.3565474
236,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)CNCc4cccc(C(F)(F)F)c4)cc13)OS(=O)(=O)CC2,8.0969105
237,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncc(C(F)(F)F)c4)cc32)N=C1N,7.2006593
238,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncc(F)c4)cc32)N=C1N,6.8386321
239,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccnc4F)cc32)N=C1N,6.8860569
240,CC#Cc1cncc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,8.0
241,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,7.7212462
242,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccnc4)cc32)N=C1N,6.9469213
243,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2nc3ccccc3c(=O)[nH]2)=N1,5.1408615
244,CC(C)Oc1cccc(CN2CCC3(CC2C)CN(c2ncco2)S(=O)(=O)N3c2cccc(F)c2)c1,5.7695513
245,CC[C@@H](CC(=O)NCC1CCCCC1)n1c(N)nc2cc(Cl)ccc21,5.154902
246,CCC(CC(=O)N(C)CC1CCCCC1)n1c(N)nc2cc(Cl)ccc21,3.4259686
247,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)CS3)c2)c1,6.3010302
248,CC(NCC(O)C(Cc1ccccc1)NC(=O)c1cccc(OS(=O)(=O)Cc2ccccc2)c1)C(=O)NC1CCCCC1,4.8860564
249,CC(C)(C)Cc1cnc2c(c1)C(NCC(O)C(Cc1ccc3c(c1)OCO3)NC(=O)c1cccnc1F)CC1(CCC1)O2,7.4788618
250,CC(C)(C)Cc1cnc2c(c1)C(NCC(O)C(Cc1ccc3c(c1)OCO3)NC(=O)c1cccnc1)CC1(CCC1)O2,7.5833597
251,CC(C)(C)Cc1cnc2c(c1)C(NCC(O)C(Cc1ccc3c(c1)OCO3)NC(=O)c1ccc(F)nc1)CC1(CCC1)O2,7.3151546
252,Nc1ncccc1NCc1ccccc1,3.5086384
253,Nc1c(F)cc(CC2CS(=O)(=O)CC(N)C2O)cc1OC(C(F)(F)F)C(F)(F)F,5.0
254,NC1CS(=O)(=O)CC(Cc2ccc(O)c(Br)c2)C1O,4.0
255,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(C#CC3CC3)c2)N=C1N,7.6989698
256,Cc1cc([C@]2(c3ccc(F)c(C#CC4CC4)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,7.6989698
257,Cc1cc([C@]2(c3cccc(C#CC4CC4)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,7.6575775
258,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CC3CC3)c2)N=C1N,7.6989698
259,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCCCC(=O)N1)CC1(CCC1)O2,7.4436975
260,Nc1nc2ccccc2cc1CCC(=O)NCC1CCCCC1,4.8477116
261,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)CNC4CC4)cc13)OS(=O)(=O)CC2,6.6020598
0,COc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,5.6108341
1,CC(C)NC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,5.7495799
2,CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,5.939302
3,CCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,5.782516
4,CCCCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,5.5228786
5,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(NCCO)c(N)n2)cc1,6.7695513
6,CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,5.6478176
7,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(NCCCO)c(N)n2)cc1,6.6575775
8,N#CCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,6.3767509
9,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,6.2596374
10,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(OCCO)c(N)n2)cc1,6.9586072
11,C=CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,6.2291479
12,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccccc2)n1,5.2839966
13,CCCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,5.5228786
14,Nc1nc2ccccc2nc1N1CCCC1,3.0604808
15,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cnccn3)c2)N=C1N,7.154902
16,COCc1cc2cc(c1)C(=O)NC(C(O)CNC(CF)c1cccc(C(C)(C)C)c1)Cc1cccc(c1)OCCCCN2,6.7520266
17,CC(C)c1cccc(CNCC(O)C2Cc3cccc(c3)OCCCCNc3cccc(c3)C(=O)N2)c1,6.5346169
18,COCc1cc2cc(c1)C(=O)NC(C(O)CNC(COC)c1cccc(C(C)(C)C)c1)Cc1cccc(c1)OCCCCN2,6.1752234
19,COCc1cc2cc(c1)C(=O)NC(C(O)CNC(C)(C)c1cccc(C(C)C)c1)Cc1cccc(c1)OCCCCN2,7.3010302
20,COCc1cc2cc(c1)C(=O)NC(C(O)CNCc1cccc(C(C)C)c1)Cc1cccc(c1)OCCCCN2,7.221849
21,CCCS(=O)(=O)N(C)c1cc2cc(c1)C(=O)NC(C(O)CNCc1cccc(C(C)C)c1)Cc1cccc(c1)OCCCCN2,9.0
22,COCc1cc2cc(c1)C(=O)NC(C(O)CNC(c1cccc(C(C)(C)C)c1)C(F)(F)F)Cc1cccc(c1)OCCCCN2,5.0
23,COc1ccc(C2(c3csc(N)n3)CCCC2)cc1,4.6020598
24,Nc1nc(C2(c3ccccc3)CCCC2)cs1,3.6635404
25,Nc1nc(C2(c3ccc(Cl)cc3)CCCC2)cs1,4.4202166
26,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)c(C)s1,6.7447276
27,CN1C(=O)C(c2ccsc2)(c2cccc(-c3cncnc3)c2)N=C1N,7.154902
28,CCC(=O)c1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cs1,7.8239088
29,Cc1sccc1C1(c2cccc(-c3cncnc3)c2)N=C(N)N(C)C1=O,6.4317985
30,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)c(Cl)s1,6.3279023
31,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cs1,7.09691
32,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cs1,6.8538718
33,CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2csc(Cl)c2)N=C1N,7.09691
34,CC#Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1,8.2676058
35,CN1C(=N)NC(c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)C1=O,7.2291479
36,CCCCNC(=O)[C@@H](NC(=O)[C@@H]1CC(=O)C[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C,8.0
37,CCC[C@H]1CN(Cc2ccc(CN3C(=N)N[C@](CCC4CCCCC4)(CC4CCCCC4)C3=O)cc2)C(=O)N1,7.5686364
38,CC(NC(=O)c1cc(CNC(=O)C(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,4.7423215
39,CC(NC(=O)c1cc(CNC(=O)C(C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,5.2426038
40,CS(=O)(=O)N(c1ccccc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)CNC2CCCCC2)c1,6.6143937
41,CN1C(=O)C(c2ccsc2)(c2cccc(-c3cnccn3)c2)N=C1N,7.0457573
42,CC(C)C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,4.7447276
43,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1,6.5686364
44,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,7.0132284
45,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)C(C(C)C)=N2)cc1,5.6777806
46,COc1c(C)cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,7.9208188
47,COc1c(C)cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,5.8239088
48,Nc1cccc(Cn2c(-c3ccc(Oc4ccncc4)cc3)ccc2-c2ccccc2Cl)n1,6.2291479
49,COC(COCc1ccc(F)cc1)CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,5.0
50,COC(COCc1ccccc1)CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,6.6197886
51,COc1ccc(COCC(CC(O)C(COc2cc(F)cc(F)c2)NC(=O)c2cc(C(=O)NC(C)c3ccccc3)cc(N(C)S(C)(=O)=O)c2)OC)cc1,6.8538718
52,COc1cccc(COCC(CC(O)C(COc2cc(F)cc(F)c2)NC(=O)c2cc(C(=O)NC(C)c3ccccc3)cc(N(C)S(C)(=O)=O)c2)OC)c1,5.0
53,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C3CCCC3=O)c2)CCCCC1,6.09691
54,CC(C)Oc1cccc(CN2CCC3(CC2C)CN(c2ccncc2)S(=O)(=O)N3c2cccc(F)c2)c1,5.3979402
55,O=C(C1CNCC1c1ccccc1Br)N1CCC(c2ccccc2)CC1,4.7212462
56,O=C(C1CNCC1c1ccccc1)N1CCC(c2ccccc2)CC1,4.7212462
57,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C3CCOCOC3)c2)CCCCC1,6.251812
58,COc1cccc(-c2cccc(C3(C)N=C(N)CN3C(C)=O)c2)c1,4.6989698
59,CCn1c(=O)[nH]c2c(N3CCCC3=O)cc(C(=O)NC(Cc3ccccc3)C(O)CNCc3cccc(OC)c3)cc21,6.3767509
60,Cc1nnc(C(Cc2ccccc2)NC2=NC(C)(C)Cc3cc(Cl)ccc32)o1,3.4689045
61,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2nnco2)=N1,3.7330632
62,CC1(c2cccc(-c3cncnc3)c2)N=C(N)CCS1,6.0
63,Nc1cccc(Cn2c(-c3ccc(Oc4cccnn4)cc3)ccc2-c2ccccc2Cl)n1,6.3872161
64,CC1=C(C(=O)NOCc2ccccc2)[C@@H](c2ccccc2)C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)=C(C)N1S(C)(=O)=O,4.6695862
65,CN1C(=N)NC(c2ccccc2)(c2ccccc2)C1=O,5.4436975
66,CN1C(=O)CC(C)([C@H]2C[C@@H]2c2ccccc2)N=C1N,3.879426
67,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCC1CCCCC1,4.0809221
68,CN(CC1CCCCC1)C(=O)CCCn1c(N)nc2cc(Cl)ccc21,4.2291479
69,Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NCC3CCCCC3)cc2c1,8.6020603
70,Cc1ccccc1-c1ccc2nc(N)c(CCC(=O)NCC3CCCCC3)cc2c1,7.4685211
71,Cc1ccccc1-c1ccc2nc(N)c(CC(C(=O)NCC3CCCCC3)C(C)C)cc2c1,7.5686364
72,CCC[C@H](Cc1cc2cc(-c3ccccc3C)ccc2nc1N)C(=O)NCC1CCCCC1,7.9586072
73,CCC(Cc1cc2cc(-c3ccccc3C)ccc2nc1N)C(=O)NCC1CCCCC1,7.7958798
74,COCC1CCCN1C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CN(S(=O)(=O)c3cccc(C)c3)CCN2)c1,9.0
75,CCc1cc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc(CC)n1,8.0
76,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccnc3F)c2)N=C1N,7.5228786
77,COCC(=O)NC(Cc1cccc(-c2ccccn2)c1)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,8.031517
78,Cc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)ccn1,7.09691
79,CCc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(C)n1,6.8239088
80,CCc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)ccn1,7.5228786
81,CCc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(CC)n1,7.5228786
82,Cc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(C)n1,6.8538718
83,CCn1cc2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)CNC4CC4)cc31)N(C)S(=O)(=O)CC2,8.0457573
84,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C(C)(C)C)c2)CC1,6.8538718
85,C=C(c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CC2)c1)C(F)(F)F,5.8860564
86,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(CC(C)(C)C)c2)CC1,6.4672456
87,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C(F)F)c2)CC1,6.6382723
88,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(CF)CF)c2)CC1,6.4089355
89,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)CF)c2)CC1,6.5376019
90,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(c2cccc(C(C)(C)C(F)F)c2)C[C@H]1C,5.7695513
91,CC1=NC(Cc2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,5.5850267
92,CN1C(=O)C(c2ccncc2)(c2cccc(-c3ccoc3)c2)N=C1N,6.2006593
93,CCCN(CCC)C(=O)c1cc(Oc2ccc(OC)cc2)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c1,8.0
94,CCCN(CCC)C(=O)c1cc(Oc2ccc(F)cc2)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c1,7.6575775
95,CCCN(CCC)C(=O)c1cc(Oc2ccccc2OC)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c1,7.2676063
96,CCCN(CCC)C(=O)c1cc(Oc2ccccc2)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c1,8.0
97,CC1(c2cccc(NC(=O)c3ccccn3)c2)CSC(N)=N1,5.0467238
98,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cncc(CC(C)(C)C)c2)CC1,6.1079054
99,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C3CCCC3)c2)CCCCC1,6.0268722
100,COc1cccc(CN2CC(C(=O)NC(Cc3ccccc3)C(O)CNCc3cccc(N(C)C)c3)NC2=O)c1,6.3477535
101,CC1(C)Cc2ccccc2C(NC(Cc2ccccc2)c2nnn[nH]2)=N1,3.1947711
102,CC1(C)NC(=N)N(Cc2cccc(Cl)c2)C1=O,3.154902
103,CCCCNC(=O)NCc1ccc(CN2C(=N)N[C@](C)(CC(C)C)C2=O)cc1,4.1079054
104,CC(C)C[C@@]1(C)NC(=N)N(Cc2cccc(Cl)c2)C1=O,3.3010299
105,CN(c1cc2cc(c1)C(=O)NC(C(O)CNCc1ccccc1)COCCCCCNC2=O)S(C)(=O)=O,5.2757239
106,CC(C)c1cccc(CNCC(O)C2COCCCCCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,7.7958798
107,CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc4[nH]cc(CC(F)F)c4c3)[C@@H]2O)c1,7.2596374
108,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2ccn(C(C)(C)C)n2)CCCCC1,5.7351823
109,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2ccn(CC(C)(C)C)n2)CCCCC1,6.6777806
110,O=C(NC(Cc1ccccc1)C(O)CNCc1cccc(C(F)(F)F)c1)c1cccc(N2c3ccccc3OS2(=O)=O)c1,6.0409584
111,CCCN(CCC)C(=O)c1cccc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2Cc3ccccc3CN2)c1,5.9586072
112,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(OCc3ccc(F)cc3)CN2)C1=O,8.0
113,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(OCc3cccc(C#N)c3)CN2)C1=O,8.5228786
114,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(OCc3cccc(C(F)(F)F)c3)CN2)C1=O,8.5686359
115,CC1CC2(CCN1Cc1ccc3[nH]ccc3c1)CN(C)S(=O)(=O)N2c1cccc(F)c1,5.2146702
116,COc1cccc(CNC[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(N3CCCCS3(=O)=O)c2)c1,7.0457573
117,COc1cccc(CNC[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)O)cc(N3CCCCS3(=O)=O)c2)c1,7.3665314
118,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,8.5228786
119,COc1cccc(CNC[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\OCC(C)C)cc(N3CCCCS3(=O)=O)c2)c1,6.368556
120,COc1cccc(CNC[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\O)cc(N3CCCCS3(=O)=O)c2)c1,7.4202166
121,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,8.2218485
122,C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,6.9546771
123,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)CNC4CCOCC4)cc13)N(CC(F)(F)F)S(=O)(=O)CC2,7.5376019
124,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)CNC4CCOCC4)cc13)N(C(C)C)S(=O)(=O)CC2,7.6382723
125,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)CNC4CCOCC4)cc13)N(C)S(=O)(=O)CC2,7.8239088
126,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,6.9706163
127,CCCc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,7.7958798
128,CN1C(=O)C2(CC(C)(C)C(=O)c3ccc(-c4cncnc4)cc32)N=C1N,6.1530447
129,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C3COCCO3)c2)CC1,5.3979402
130,CC1(c2cc(NC(=O)c3ccn(C(F)F)n3)ccc2F)N=C(N)OCC1(F)F,7.4436975
131,Cn1ccc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OCC3(F)F)c2)n1,6.3506651
132,Cn1cc(Cl)c(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OCC3(F)F)c2)n1,6.821023
133,CC1(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,7.7212462
134,CC(C)C1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,4.0
135,CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,4.8860564
136,CN1C(=O)C(c2cccc(NC(=O)c3cccn3C)c2)(C2CCCCC2)N=C1N,6.0655017
137,CN1C(=O)C(c2cccc(-c3cccnc3)c2)(c2ccc3c(c2)OCCO3)N=C1N,7.0457573
138,CC(C)c1cccc(C2(NCC(O)C3Cc4cccc(c4)OCCCCOc4cc(cc(N5CCCC5=O)c4)C(=O)N3)CC2)c1,9.0
139,COc1cccc(CNCC(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(C)N2CCC(C(C)C)C2=O)c1,6.7695513
140,CCCC(O)C1CCN(C(C)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)C1=O,7.167491
141,COCC1CCN(C(C)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)C1=O,6.318759
142,CCCCC1CCN(C(C)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)C1=O,7.221849
143,COc1cccc(CNCC(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(C)N2CCC(CC(C)C)C2=O)c1,7.0506101
144,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc2ccccc12,5.3306832
145,NC1=NC2(c3cccc(-c4cncnc4)c3)CCCCC2O1,4.4522252
